question_id,question_type,stem,option_a,option_b,option_c,option_d,option_e,option_f,correct_answer,correct_answer_text,explanation,explanation_clean,detailed_explanation,topic
290,single,"A 65-year-old patient with diabetes and hypertension has an acute anterior MI treated with a drug-eluting stent in the LAD. Creatinine is 1.3 mg/dL, creatinine clearance 60 mL/min, and home medications include aspirin, glibenclamide, metformin, and lisinopril. What is the appropriate action?",Start insulin infusion at 1 unit/hour and titrate to blood glucose <180 mg/dL,Continue current medications,Discontinue metformin,Discontinue lisinopril,,,C,C — Discontinue metformin,"After AMI and contrast exposure, metformin should be held temporarily to reduce the risk of lactic acidosis if renal function worsens.","After AMI and contrast exposure, metformin should be held temporarily to reduce the risk of lactic acidosis if renal function worsens.","Correct answer: C — Discontinue metformin. After AMI and contrast exposure, metformin should be held temporarily to reduce the risk of lactic acidosis if renal function worsens. In interventional questions, prioritize the measure with the strongest proven practical benefit at the stage described in the stem. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Intervention
291,single,Apatient with Staphylococcus aureus endocarditis of the aortic valve. What is the most likely cause?,Central venous catheter-associated infection,Dental work,Immunosuppressed state,Intravenous drug use,,,A,A — Central venous catheter-associated infection,"Staphylococcus aureus endocarditis is often associated with healthcare- associated infections, such as CVC infections, especially in patients with no history of intravenous drug use.","Staphylococcus aureus endocarditis is often associated with healthcare- associated infections, such as CVC infections, especially in patients with no history of intravenous drug use.","Correct answer: A — Central venous catheter-associated infection. Staphylococcus aureus endocarditis is often associated with healthcare- associated infections, such as CVC infections, especially in patients with no history of intravenous drug use. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Endocarditis
292,single,"What congenital heart defect is most likely in a 6-year-old Amish boy with short stature, short limbs, absent upper incisor teeth, dysplasia of other teeth, and a murmur?",Atrial septal defect (ASD),Ventricular septal defect (VSD),Aortic coarctation,Pulmonary stenosis (PS),,,A,A — Atrial septal defect (ASD),"The description is consistent with Ellis-van Creveld syndrome, which is associated with congenital heart disease, most commonly an atrial septal defect or common atrium.","The description is consistent with Ellis-van Creveld syndrome, which is associated with congenital heart disease, most commonly an atrial septal defect or common atrium.","Correct answer: A — Atrial septal defect (ASD). The description is consistent with Ellis-van Creveld syndrome, which is associated with congenital heart disease, most commonly an atrial septal defect or common atrium. In congenital cardiology, pulse discrepancies, murmur location, and the distribution of cyanosis usually point directly to the underlying anatomy. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Congenital
293,single,What is the image of the aortic valve suggestive of?,Aortic valve vegetation,Node of Arantius,Lambl's excrescences,Ascending aortic dissection causing prolapse of the noncoronary cusp,,,A,A — Aortic valve vegetation,A mass on the left ventricular side of the aortic valve with cusp prolapse causing significant AR is most consistent with vegetation from infective endocarditis.,A mass on the left ventricular side of the aortic valve with cusp prolapse causing significant AR is most consistent with vegetation from infective endocarditis.,"Correct answer: A — Aortic valve vegetation. A mass on the left ventricular side of the aortic valve with cusp prolapse causing significant AR is most consistent with vegetation from infective endocarditis. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Endocarditis
294,single,"A 52-year-old man with no previous cardiac history presents with 4 hours of chest pain and an acute anterior STEMI. He recently lost his job and medical insurance. Coronary angiography shows a 90% mid-LAD lesion with reference diameter 4 mm, lesion length 6 mm, type B; other vessels are normal. What is the most appropriate therapy?",A drug-eluting stent (DES),A bare-metal stent (BMS),Either,Immediate single-vessel bypass using left internal mammary artery on a beating heart,,,B,B — A bare-metal stent (BMS),"A bare-metal stent may be preferred when there are concerns about adherence or cost of prolonged dual antiplatelet therapy, especially for a short, large-caliber lesion with low restenosis risk.","A bare-metal stent may be preferred when there are concerns about adherence or cost of prolonged dual antiplatelet therapy, especially for a short, large-caliber lesion with low restenosis risk.","Correct answer: B — A bare-metal stent (BMS). A bare-metal stent may be preferred when there are concerns about adherence or cost of prolonged dual antiplatelet therapy, especially for a short, large-caliber lesion with low restenosis risk. In interventional questions, prioritize the measure with the strongest proven practical benefit at the stage described in the stem. Exam tip: when asked about investigation, select the test that most directly confirms the suspected diagnosis or answers the exact question being asked.",Intervention
295,single,"A 54-year-old man presents with 10/10 pressure-like chest pain. ECG shows ST elevation in leads II, III, and aVF. He subsequently develops intermittent high-grade AV block. What is the etiology of this rhythm?",Diffuse myocardial ischemia,Decreased perfusion of the AV node,Vasovagal response,Cardiogenic shock,,,B,B — Decreased perfusion of the AV node,Inferior MI due to RCA occlusion can reduce AV nodal perfusion and cause high-grade AV block.,Inferior MI due to RCA occlusion can reduce AV nodal perfusion and cause high-grade AV block.,"Correct answer: B — Decreased perfusion of the AV node. Inferior MI due to RCA occlusion can reduce AV nodal perfusion and cause high-grade AV block. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Arrhythmia
296,single,"A 71-year-old man undergoes coronary angiography for suspected IHD. Angiography shows a 30% lesion in the mid RCA, a 40% lesion in the LCX, and a 60% proximal LAD stenosis. FFR of the LAD lesion is 0.85. What is the best management?",PCI with a DES to the proximal LAD stenosis,Intensify medical therapy,PCI of the left circumflex and LAD stenoses,No further therapy,,,B,B — Intensify medical therapy,"An FFR of 0.85 indicates the LAD lesion is not hemodynamically significant, so PCI is not warranted. Medical therapy should be optimized.","An FFR of 0.85 indicates the LAD lesion is not hemodynamically significant, so PCI is not warranted. Medical therapy should be optimized.","Correct answer: B — Intensify medical therapy. An FFR of 0.85 indicates the LAD lesion is not hemodynamically significant, so PCI is not warranted. Medical therapy should be optimized. In interventional questions, prioritize the measure with the strongest proven practical benefit at the stage described in the stem. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Intervention
297,single,"A 46-year-old man presents with progressive fatigue and leg swelling. Years earlier he was involved in a front-on car collision. Examination shows 2+ edema, raised JVP, and an enlarged liver that expands during systole. What is the likely diagnosis?",Severe tricuspid stenosis,Severe tricuspid regurgitation,Constrictive pericarditis,Restrictive cardiomyopathy,,,B,B — Severe tricuspid regurgitation,"Raised JVP, systolic hepatic expansion, and peripheral edema strongly suggest severe tricuspid regurgitation, which may follow traumatic valvular injury.","Raised JVP, systolic hepatic expansion, and peripheral edema strongly suggest severe tricuspid regurgitation, which may follow traumatic valvular injury.","Correct answer: B — Severe tricuspid regurgitation. Raised JVP, systolic hepatic expansion, and peripheral edema strongly suggest severe tricuspid regurgitation, which may follow traumatic valvular injury. In valvular questions, timing of symptoms, prosthesis type, and echocardiographic morphology are major clues to the underlying valve complication. Exam tip: pick the option that best matches the whole stem, not just the first clue that looks familiar.",Valvular
298,single,"A 45-year-old man presents with exertional substernal chest pressure lasting a few minutes, non-radiating, relieved spontaneously, with hypertension and past smoking. ECG is normal. What is the next step in evaluating his chest pain?",Coronary angiography,Exercise stress echocardiogram,Exercise stress test,No testing is needed at this time,,,C,C — Exercise stress test,"In stable angina with an interpretable ECG and ability to exercise, the next step is a standard exercise stress test.","In stable angina with an interpretable ECG and ability to exercise, the next step is a standard exercise stress test.","Correct answer: C — Exercise stress test. In stable angina with an interpretable ECG and ability to exercise, the next step is a standard exercise stress test. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Hypertension/Vascular
299,single,You are following up a 28-year-old man referred for increasing breathlessness and intermittent palpitations. TOE shows a superior sinus venosus ASD with normal pulmonary venous drainage and moderate right heart dilatation. What is the likely treatment?,Transcatheter ASD device closure,Surgical ASD closure,ACE inhibitor treatment to reduce the shunt and protect the right heart,Monitoring in clinic for signs of severe right heart dilatation,Stenting of the SVC to commit blood into the RA,,B,B — Surgical ASD closure,A superior sinus venosus ASD is not amenable to device closure because of its location near the SVC-RA junction and usually requires surgical repair.,A superior sinus venosus ASD is not amenable to device closure because of its location near the SVC-RA junction and usually requires surgical repair.,"Correct answer: B — Surgical ASD closure. A superior sinus venosus ASD is not amenable to device closure because of its location near the SVC-RA junction and usually requires surgical repair. In congenital cardiology, pulse discrepancies, murmur location, and the distribution of cyanosis usually point directly to the underlying anatomy. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Congenital
300,single,"A 79-year-old retired farmer with known aortic stenosis returns for annual surveillance echocardiography. He is physically active with no symptoms, but BP is 180/110 mmHg. Summary: severe AS, peak velocity increased from 3.8 to 4.0 m/s over a year, mean gradient 40 mmHg, AVA 1.0 cm², mild LVH, and good LV systolic function. What is the next step in management?",Prescribe a statin to reduce the rate of AS progression,Prescribe an antihypertensive drug,Consider surgery because peak velocity increased by ≥0.2 m/s/year,Exercise tolerance testing is unsafe in asymptomatic severe AS,An elevated BNP of 120 pg/mL suggests surgery should be considered,,B,B — Prescribe an antihypertensive drug,"In asymptomatic severe AS, uncontrolled hypertension should be treated. Surgery is not indicated unless symptoms or higher-risk features develop.","In asymptomatic severe AS, uncontrolled hypertension should be treated. Surgery is not indicated unless symptoms or higher-risk features develop.","Correct answer: B — Prescribe an antihypertensive drug. In asymptomatic severe AS, uncontrolled hypertension should be treated. Surgery is not indicated unless symptoms or higher-risk features develop. In valvular questions, timing of symptoms, prosthesis type, and echocardiographic morphology are major clues to the underlying valve complication. Exam tip: when the question asks for the next best step, choose the most appropriate immediate action for the stage described in the stem.",Valvular
